userId,bookId,location,Occupied
734,264.The_Portrait_of_a_Lady,"[6.9777134350707914, 79.9838306580744]",1
735,357664.Because_of_Winn_Dixie,"[7.069605326931339, 79.97751652386158]",1
736,11507.My_Name_Is_Asher_Lev,"[7.076197805031232, 79.88679775035412]",0
737,4865.How_to_Win_Friends_and_Influence_People,"[7.066688837115704, 80.01607206732443]",0
738,11334.Song_of_Solomon,"[7.391145730542473, 80.02136709411764]",1
739,10374.Hard_Boiled_Wonderland_and_the_End_of_the_World,"[7.100942809075254, 79.89193904561894]",1
740,50798.Jude_the_Obscure,"[7.529722413199439, 79.95322990553623]",0
741,15839976-red-rising,"[7.548814840264487, 79.95289880693034]",0
742,8852.Macbeth,"[6.927776249430811, 79.97998659934193]",0
743,33917.The_Namesake,"[7.006616302295685, 79.95711532393807]",1
744,28260587-empire-of-storms,"[7.087943203453238, 79.88982908786438]",0
745,15749186-to-all-the-boys-i-ve-loved-before,"[6.97280358311627, 79.88280880382062]",1
746,7864437-the-death-cure,"[7.4073866471430065, 79.93103722911766]",1
747,38374795-howards-end,"[7.1422644940321005, 79.96092596612021]",1
748,22557272-the-girl-on-the-train,"[7.049194265687301, 79.97096813430551]",0
749,7770.One_Fish_Two_Fish_Red_Fish_Blue_Fish,"[6.930286299516871, 80.02366602438097]",1
750,426504.Ficciones,"[7.083800517269081, 79.97753346535555]",1
751,248704.It_s_Kind_of_a_Funny_Story,"[7.496604345983883, 79.88560841108767]",1
752,6137154-fire,"[7.595576586176519, 79.89651967962293]",0
753,131359.Death_on_the_Nile,"[7.836001077466735, 79.95604696617269]",0
754,34497.The_Color_of_Magic,"[7.90675163010161, 79.94865918914184]",1
755,2767793-the-hero-of-ages,"[7.084961973242507, 79.9251066725939]",1
756,22881898-shot-down,"[7.625240410712281, 79.87016237281716]",1
757,16640.The_Sorrows_of_Young_Werther,"[7.495927387131411, 79.95500766065574]",0
758,2153405.Still_Alice,"[7.068991567217558, 80.01268435307135]",1
759,16690.The_Moon_Is_a_Harsh_Mistress,"[7.622527240319165, 79.96280203174419]",0
760,29059.Choke,"[7.5105370277919565, 80.01000652455008]",1
761,57891.Battle_Royale,"[7.053999505743336, 79.9129359194364]",0
762,50033.Dandelion_Wine,"[7.267685280653277, 79.90588630486445]",0
763,152380.Mary_Poppins,"[7.362157926210579, 79.90399382334986]",0
764,12751687-finale,"[7.806546070694434, 79.9183700214206]",0
765,5391115-the-awakening,"[7.031207909207317, 80.00616789024795]",0
766,77295.Gift_from_the_Sea,"[7.417224712461165, 79.99561442659255]",0
767,36236123-survivor,"[7.496755000071679, 79.93231426066895]",1
768,48328.Revolutionary_Road,"[7.821328031626278, 79.94101973767]",0
769,49750.An_Abundance_of_Katherines,"[7.6645917379368, 79.91976069104332]",1
770,7728.Antigone,"[6.97902343591567, 80.00920514448818]",0
771,9673436-the-invention-of-hugo-cabret,"[7.068448557446876, 79.88263199116764]",1
772,15783514-the-ocean-at-the-end-of-the-lane,"[7.327845272544368, 79.9326692993947]",1
773,34484.Small_Gods,"[7.271223514316541, 79.96575199830158]",1
774,46164.Tender_Is_the_Night,"[6.958036659482297, 79.93063940978365]",1
775,40389231-cold-sassy-tree,"[7.114013905304456, 79.89868786698983]",1
776,298275.Nausea,"[7.787410556121142, 80.01417852983946]",0
777,6690798-the-passage,"[7.8666498313155655, 79.87635967370286]",1
778,6468666-the-reckoning,"[7.218806243473079, 79.95709845377765]",0
779,40941582,"[7.19170728486217, 79.90895356657656]",1
780,17214.Starship_Troopers,"[7.314747415831272, 79.88386561827343]",0
781,95819.The_Poetry_of_Robert_Frost,"[7.441666469378891, 79.9212265953088]",0
782,5246.Ethan_Frome,"[7.502224092928452, 79.98200162605312]",1
783,42697.Exodus,"[7.37598021881878, 79.97771764105502]",1
784,8695.The_Restaurant_at_the_End_of_the_Universe,"[7.487712850740511, 79.90335054476859]",0
785,18300212-the-trigger,"[7.4056158032351975, 79.98857570905]",1
786,36072.The_7_Habits_of_Highly_Effective_People,"[7.778836367060405, 80.00151929899087]",1
787,2595138-the-gargoyle,"[7.7163788893005165, 79.90070560857139]",0
788,186190.Forrest_Gump,"[7.238746568488256, 79.87312227457568]",0
789,334176.The_Sparrow,"[7.157697392357658, 79.9385474451021]",0
790,19057.I_Am_the_Messenger,"[7.1241430525456195, 79.90780606841402]",1
791,32075671-the-hate-u-give,"[7.790717302366861, 80.00050972630001]",0
792,15745950-walking-disaster,"[7.395128804858852, 79.91232495680917]",0
793,10140661-gabriel-s-inferno,"[6.944869404640498, 79.9814091341323]",1
794,6050298-dreamfever,"[7.794789851764988, 79.9816406431953]",0
795,54479.Around_the_World_in_Eighty_Days,"[7.008490298892699, 79.96556465930107]",1
796,11768.The_Hotel_New_Hampshire,"[7.603596003967909, 79.94243475495283]",0
797,7805.Pale_Fire,"[7.34802792254647, 79.90731728534858]",0
798,10569.On_Writing,"[7.3364098787685155, 80.02282036468719]",0
799,13928.Daughter_of_the_Forest,"[7.318272927757745, 79.97857192150548]",1
800,3407877-the-forgotten-garden,"[7.0030440876808076, 79.91126963412775]",1
801,29946.Illusions,"[7.285482266158917, 79.90555717513946]",1
802,1848.Wild_Swans,"[7.333742278382082, 79.89401457399529]",1
803,83674.The_Bridges_of_Madison_County,"[7.330798664330734, 80.00584107954872]",1
804,78983.Kane_and_Abel,"[7.7062992494188745, 79.8697951441027]",1
805,13596809-reflected-in-you,"[7.184419911100784, 80.02497488180099]",1
806,24765.Specials,"[7.878821831421757, 79.93499865690832]",0
807,373755.Absalom_Absalom_,"[7.609302769307624, 79.92144007142765]",1
808,21686.Shutter_Island,"[7.8223666924241595, 79.94598373963879]",0
809,386372.Mort,"[7.423563102782671, 80.0154453369632]",0
810,8709523-the-golden-lily,"[7.149808245246138, 79.92981141784108]",0
811,2168860.One_Foot_in_the_Grave,"[7.629735189887546, 79.96859591988843]",0
812,1241.A_Million_Little_Pieces,"[7.586242468582909, 79.89072847250488]",1
813,21671.Mystic_River,"[7.2929140311073954, 79.8837567166715]",1
814,5091.The_Dark_Tower,"[7.591425210088554, 79.86921042659827]",1
815,18705209-the-blood-of-olympus,"[7.717133828210432, 80.01641750347711]",1
816,7046495-lover-mine,"[7.1392247584998705, 80.01118127863096]",0
817,6917952-burned,"[7.219509722998259, 79.8861941086557]",1
818,30281.Guilty_Pleasures,"[7.731259528470421, 79.9245455831165]",1
819,307791.The_City_of_Ember,"[7.925752348938427, 80.01021862278259]",1
820,170210.Dead_as_a_Doornail,"[7.363173728195245, 79.86502461110919]",0
821,7445.The_Glass_Castle,"[7.511430278269239, 79.90610062457903]",1
822,280111.Holy_Bible,"[7.015266195002626, 79.98319647661717]",0
823,19547856-simon-vs-the-homo-sapiens-agenda,"[7.764053161669377, 80.00704885340113]",0
824,35879889-christy,"[7.659383007326966, 79.92922797768873]",1
825,3063499-the-lucky-one,"[7.504096238078723, 79.95674916461918]",0
826,334123.The_Amulet_of_Samarkand,"[7.293483897267227, 80.00844997934398]",1
827,270730.Crank,"[7.922619238978526, 79.92130444643493]",1
828,24800.House_of_Leaves,"[7.7949129555045875, 79.94367367096956]",0
829,19691.The_Hunt_for_Red_October,"[7.859926606842439, 79.9047853797247]",1
830,7940583-chasing-the-devil,"[7.054937009854529, 80.01995020242938]",0
831,13362536-opal,"[7.410300381944849, 79.87742304809582]",1
832,10194157-shadow-and-bone,"[6.969697320882648, 79.87492066971552]",0
833,18839.Orlando,"[7.408276046487088, 80.01993558662556]",0
834,46945.Requiem_for_a_Dream,"[7.8644289570488155, 79.96441814029973]",1
835,162898.A_Connecticut_Yankee_in_King_Arthur_s_Court,"[7.7134302366656655, 79.92635109632818]",1
836,321552.The_Agony_and_the_Ecstasy,"[7.003879150055192, 79.8810036561838]",0
837,9593911-pandemonium,"[7.675966655197671, 79.97909273107632]",1
838,368916.84_Charing_Cross_Road,"[7.086932603537418, 79.93251532521901]",1
839,7822895-the-millennium-trilogy,"[7.636066271648663, 79.98565337989184]",1
840,2731276-the-story-of-edgar-sawtelle,"[7.651025809343961, 79.94165069198431]",0
841,497199.Factotum,"[7.039289377277112, 79.91810154203756]",0
842,40496.How_Green_Was_My_Valley,"[7.612622864830671, 79.90681984974256]",1
843,41424.Beauty,"[7.416140356044151, 80.02544333024063]",1
844,5168.Where_the_Heart_Is,"[7.654210925170655, 79.95361688281798]",0
845,9791.A_Walk_in_the_Woods,"[7.317530406026052, 79.99802821651396]",0
846,7437.Naked_Lunch,"[7.248433929779661, 79.86766222783339]",0
847,11991.The_Fall,"[7.903797381677899, 79.97717706835589]",0
848,9566.Still_Life_with_Woodpecker,"[6.984943594039665, 79.87056034459252]",0
849,3099787-night-world-no-1,"[7.288818726010593, 80.01506779986006]",0
850,17728.The_House_of_Mirth,"[7.029328910878517, 79.88581218630837]",1
851,6567017-will-grayson-will-grayson,"[7.146529086199762, 79.8970559596883]",0
852,12395.Journey_to_the_End_of_the_Night,"[7.213215725142851, 79.99226053509425]",0
853,38180.On_the_Beach,"[7.02253772622303, 79.98660932759726]",0
854,13517535-thoughtless,"[7.454782660948943, 79.93974319716514]",1
855,9014.The_Long_Walk,"[7.829465179180338, 79.87613829442165]",0
856,3466.The_Wedding,"[7.0838766153329775, 80.0210605955304]",0
857,4631.A_Moveable_Feast,"[7.671535100383295, 80.01300638484507]",0
858,44652.Fablehaven,"[7.341208645819875, 79.86678793639214]",0
859,4031.Lunar_Park,"[7.425595841289224, 79.90479936209087]",0
860,529626.Sometimes_a_Great_Notion,"[7.49752767575893, 79.99370671235003]",1
861,16328.The_Murder_of_Roger_Ackroyd,"[7.373628805255285, 79.88552745486193]",0
862,16056408-easy,"[7.866168637272662, 79.89946068236505]",0
863,16729.Beach_Music,"[7.794351661663299, 80.0007116595013]",1
864,76171.We,"[7.174216950228596, 80.00237655979919]",0
865,10916.The_Pact,"[7.174119687727998, 79.86768450070957]",1
866,395871.The_Awakening_The_Struggle,"[7.320581309512793, 79.96036277876347]",0
867,310459.Roll_of_Thunder_Hear_My_Cry,"[7.771969478904745, 80.01575217278997]",0
868,976.Deception_Point,"[7.610198350686037, 79.93426901821384]",0
869,2702704-faefever,"[7.897707103876909, 79.97791680097156]",1
870,13047090-onyx,"[7.42938288816176, 80.00564309335792]",0
871,84136.Fantasy_Lover,"[7.831926517736305, 79.88555018185613]",0
872,22205.This_Lullaby,"[7.717105269093047, 79.90907850755919]",0
873,17788401-ugly-love,"[7.292581183028359, 80.01644320534433]",0
874,18045891-sharp-objects,"[7.209514756733021, 80.00589376552573]",1
875,9369720-passion,"[7.370043053838982, 79.91363039999956]",0
876,23766634-a-court-of-wings-and-ruin,"[7.152285764994493, 79.97504766027946]",0
877,11918.Bitten,"[7.755275131600969, 79.9340589318814]",0
878,23878688-the-5-love-languages,"[7.7699214813926964, 80.00449511887258]",1
879,23692271-sapiens,"[7.7869357128040315, 79.9175284126211]",0
880,30659.Meditations,"[7.44968330692604, 79.91584674964386]",0
881,2233407.From_Dead_to_Worse,"[7.5277035818483125, 79.98312526389844]",0
882,5096.Wizard_and_Glass,"[6.98429606552804, 79.89249300094134]",0
883,6192.Disgrace,"[7.458638031782405, 80.01877593959166]",1
884,2122.The_Fountainhead,"[7.283406399743265, 80.00207246988337]",0
885,5056084-wings,"[7.6722370445349775, 79.95168271543497]",0
886,140075.All_Together_Dead,"[7.665830316527425, 79.9403116620244]",0
887,297673.The_Brief_Wondrous_Life_of_Oscar_Wao,"[7.870666998138105, 80.01887711617064]",0
888,5886881-dark-places,"[7.442870218217719, 79.93370886585295]",1
889,54539.Silas_Marner,"[7.893252017523175, 79.94151561075573]",0
890,732562.The_Rime_of_the_Ancient_Mariner,"[7.310962882711705, 80.00203004780299]",1
891,5094.The_Drawing_of_the_Three,"[7.696840300987674, 80.01204821140453]",0
892,99944.The_Bhagavad_Gita,"[7.090729858906119, 79.9147179700907]",1
893,348225.These_Is_My_Words,"[7.7294223764547425, 79.86818306683307]",0
894,5161066-dead-and-gone,"[7.584367745553887, 79.98908136578311]",0
895,13262783-every-day,"[7.571162923861978, 79.93402710047853]",0
896,479415.The_Horse_Whisperer,"[7.38174813318499, 79.91259418727921]",0
897,29999.The_Maltese_Falcon,"[7.424975787170174, 79.94997026883323]",1
898,527756.The_Man_Without_Qualities,"[7.850808096140897, 79.93898930036423]",0
899,12926063-skagboys,"[6.9923002945267765, 79.9650024502261]",1
900,414999.Childhood_s_End,"[7.366096874442515, 79.96811023760621]",0
901,9284655-tiger-s-curse,"[7.864470302495418, 79.87384178831478]",0
902,7996.Redwall,"[7.296844385851499, 79.87228702444811]",0
903,51893.Thus_Spoke_Zarathustra,"[7.629323410578047, 79.91118615066816]",1
904,40603730-safe-haven,"[7.210621216230251, 79.9908786394975]",0
905,1371.The_Iliad,"[6.9894620889062065, 79.9182707118017]",1
906,469571.All_the_Pretty_Horses,"[7.876385865466904, 79.91349409974134]",1
907,31196.The_Razor_s_Edge,"[7.158703936787385, 79.99833491778703]",1
908,111332.Into_the_Wild,"[7.695421803958441, 79.97485646580785]",1
909,60400.The_Ruins_of_Gorlan,"[7.178887486370012, 80.00658555868293]",0
910,24192.The_Runaway_Jury,"[7.427646792879358, 80.00302589970707]",0
911,36336078-call-me-by-your-name,"[7.230243075766191, 79.94234229618986]",0
912,5287473-hex-hall,"[7.507368783651695, 80.00969180299087]",1
913,7488244-unearthly,"[7.726070996516027, 80.0232682735608]",0
914,68429.The_Well_of_Ascension,"[7.036858069396011, 79.89476055586884]",0
915,10979.Light_in_August,"[7.602363400760939, 79.97198299664346]",0
916,15925.The_Guardian,"[7.443526542339414, 79.8750328910136]",1
917,28251250-white-noise,"[7.305883997442273, 79.94630302392294]",0
918,5664985-along-for-the-ride,"[7.443208645023084, 79.95346596636678]",1
919,773951.The_Story_of_Ferdinand,"[6.977887464598729, 79.93840022705727]",1
920,45195.A_Passage_to_India,"[7.304360249899329, 79.98470165356154]",0
921,30264.Dead_Witch_Walking,"[7.072339773415251, 79.94240643642766]",0
922,544891.Beastly,"[7.488765166820993, 79.90391901143354]",0
923,10222.The_Far_Pavilions,"[7.2878682656886085, 80.0059212894381]",0
924,3570231-at-grave-s-end,"[7.459250420463651, 79.98791407414575]",0
925,216363.The_Man_in_the_High_Castle,"[7.2414763094743595, 79.95331675700719]",0
926,3463.A_Bend_in_the_Road,"[7.121859263609799, 79.89447387588412]",0
927,43483262-love-is-the-answer-god-is-the-cure,"[7.568793937230726, 79.94759936403213]",0
928,8709526-the-indigo-spell,"[7.471031966495315, 79.98250082472877]",0
929,19405702-walks-away-woman,"[7.052237926272589, 79.97249842892366]",1
930,872333.Blue_Bloods,"[7.516332737449916, 80.00575569754548]",0
931,18243700-the-assassin-s-blade,"[7.361000803715762, 79.90099216136579]",0
932,7494.Suzanne_s_Diary_for_Nicholas,"[7.910755038369023, 79.96811564076349]",1
933,37793.A_Doll_s_House,"[7.437274443470797, 79.91328953294577]",0
934,47021.The_Taming_of_the_Shrew,"[7.153525588729325, 79.93453545056052]",1
935,1430.Eleven_Minutes,"[6.997346116922985, 79.93678945913871]",1
936,124509.Smilla_s_Sense_of_Snow,"[7.349712454688114, 79.93361944994861]",0
937,5139.The_Devil_Wears_Prada,"[7.051549735780376, 79.87713249555404]",0
938,102868.A_Study_in_Scarlet,"[7.487763569339804, 79.96705591598517]",1
939,27774758-an-ember-in-the-ashes,"[6.950060367553618, 79.95654426591935]",1
940,2744.Anansi_Boys,"[7.3281947007148, 79.95554401587805]",0
941,22822858-a-little-life,"[7.338921277353212, 80.02124498298082]",1
942,171547.Songs_of_Innocence_and_of_Experience,"[7.815779511259527, 79.97591527059664]",1
943,12985.The_Tempest,"[7.193164833700459, 80.02013732741202]",1
944,13651.The_Dispossessed,"[7.113714069836267, 79.89495002950204]",0
945,1240662.Lover_Enshrined,"[7.563195072888703, 80.01979185973418]",0
946,29797.The_Pilgrim_s_Progress,"[7.313155178179629, 79.99743532233293]",0
947,242006.Running_with_Scissors,"[7.322280052254915, 79.98812254389121]",1
948,7600924-forbidden,"[7.902272668331811, 79.98823256263606]",0
949,16220184-crossroads-and-the-himalayan-crystals,"[7.253173523843817, 79.9374193058298]",0
950,25845273-the-great-divorce,"[7.014353979483221, 79.92754415553864]",0
951,5359.The_Client,"[7.663741851082278, 79.86363654854351]",0
952,8685612-the-iron-queen,"[7.004827290180537, 79.95854548986729]",0
953,38296.The_Last_of_the_Mohicans,"[7.1204639738088265, 79.99608060661]",0
954,8235178-across-the-universe,"[6.995210803418486, 79.90391136755767]",1
955,50.Hatchet,"[7.647882954118085, 79.97640219771651]",0
956,13496084-point-of-retreat,"[7.69908465092154, 79.97667950861397]",0
957,6259.Birdsong,"[7.442313166145119, 79.90443878083094]",0
958,34532.Hogfather,"[7.03376628533316, 79.95238006485013]",0
959,24113.G_del_Escher_Bach,"[7.883914002263122, 79.87354973275366]",0
960,943402.Let_the_Right_One_In,"[7.64600197705602, 79.87531846508449]",0
961,7402393-nightshade,"[7.82175136418175, 80.01646781779775]",1
962,47212.Storm_Front,"[7.366302680570479, 79.98599232126527]",1
963,1295102.Lock_and_Key,"[7.016765354375349, 79.95871814938985]",0
964,581811.Valley_of_the_Dolls,"[7.915198291678957, 79.93587800037301]",0
965,7937462-the-short-second-life-of-bree-tanner,"[7.3663342015527595, 79.96379529730538]",0
966,12557.The_Kitchen_God_s_Wife,"[6.960796483378125, 79.95015595253521]",0
967,17889664-to-live-and-die-in-fantasyland,"[7.742850897887683, 79.90184234408132]",0
968,27822.Eugene_Onegin,"[6.945074552041646, 79.92664604833308]",0
969,2722413-evernight,"[7.725792038838702, 79.96244131083468]",1
970,7824322-between-shades-of-gray,"[7.4325065424669186, 79.93791315727823]",1
971,89724.We_Have_Always_Lived_in_the_Castle,"[7.418029945166868, 79.89517585273904]",1
972,43916.Magician,"[6.9627975542209075, 79.98041637254951]",0
973,365.Dirk_Gently_s_Holistic_Detective_Agency,"[7.4761822210615, 79.95654357983624]",1
974,5472.Animal_Farm_1984,"[7.1612286478651335, 79.91038537919941]",0
975,8913370-fingersmith,"[7.900515550205523, 79.86605974275741]",0
976,53450218-the-past,"[7.079769725706036, 79.91681086421457]",0
977,15760001-on-dublin-street,"[7.706548815401606, 79.87118274106992]",0
978,243705.The_Collector,"[7.129067358000198, 79.8875507018888]",1
979,2355575.Cry_Wolf,"[7.408439422724996, 79.87220637410073]",0
980,11557.Swan_Song,"[7.903943087049967, 79.92389843342697]",0
981,31338.Memnoch_the_Devil,"[7.863252054771622, 79.97640399477571]",1
982,105992.Helter_Skelter,"[7.824413356689599, 79.98934677983287]",1
983,21484.The_Winds_of_War,"[7.61610175867631, 79.89932818882097]",0
984,7747064-the-iron-daughter,"[7.629734491522514, 79.97550036592476]",0
985,30043.A_River_Runs_Through_it_and_Other_Stories,"[7.120022669290898, 79.91191889321485]",0
986,407429.The_Stinky_Cheese_Man_and_Other_Fairly_Stupid_Tales,"[7.62626371905296, 79.90477068798496]",1
987,40605329-the-mysterious-benedict-society,"[6.9531217594863435, 79.86564817595774]",1
988,40493.The_Valley_of_Horses,"[7.1890314121835, 79.90405997584446]",0
989,5932.Twenty_Love_Poems_and_a_Song_of_Despair,"[7.869806078560893, 79.9987644016486]",1
990,13139.School_s_Out_Forever,"[7.49585274342601, 79.8829023810524]",0
991,33676.Saving_the_World_and_Other_Extreme_Sports,"[7.6656478313294, 79.97770953130645]",1
992,7137775-rules-of-attraction,"[7.527021431864106, 80.019494825136]",0
993,3165162-percy-jackson-and-the-olympians,"[6.968787759977167, 79.86502825199325]",0
994,36314.Tales_of_H_P_Lovecraft,"[7.027151711890744, 79.92230107609136]",0
995,9809.Invisible_Cities,"[7.305690326408388, 79.92413779625927]",1
996,22055262-a-darker-shade-of-magic,"[7.911357507151291, 79.8675204064516]",0
997,18692431-everything-everything,"[7.101238268186603, 79.96005860390112]",0
998,7669.Timeline,"[7.807601713588308, 79.90890421563527]",1
999,17309.This_Present_Darkness,"[7.7634134256202225, 79.90483337710153]",1
1000,460548.Go_Dog_Go_,"[7.090738458214874, 79.90331402875714]",1
1001,22896.Practical_Magic,"[7.301164267163711, 79.91408400658644]",1
1002,6134826-blue-moon,"[7.851615402100456, 79.9690010822833]",0
1003,8694.Life_the_Universe_and_Everything,"[7.766031919653424, 79.95166880714956]",0
1004,10929.For_One_More_Day,"[7.402422168783365, 79.9402530686412]",1
1005,249.Tropic_of_Cancer,"[7.2678126880416265, 79.93184828513834]",0
1006,17343.Till_We_Have_Faces,"[7.688826190478827, 79.89117521684581]",1
1007,693208.The_Absolutely_True_Diary_of_a_Part_Time_Indian,"[7.181871648393226, 80.00039011701195]",1
1008,344262.Bloodfever,"[7.652463167927872, 79.99540576745189]",0
1009,40490167-maus,"[7.343350269897592, 79.98389242285153]",0
1010,8652190-awakened,"[7.002595765265144, 79.94896191192227]",1
1011,14817.A_Scanner_Darkly,"[7.493204530840067, 79.94377594940192]",1
1012,3227063-the-way-of-shadows,"[7.164851912617779, 79.9159127276426]",0
1013,35743.The_Tin_Drum,"[7.925517068990666, 79.91452666204144]",1
1014,9680718-half-blood,"[7.485891442141954, 79.86154685698075]",1
1015,5174.Fall_on_Your_Knees,"[7.887941421928123, 79.99180721771074]",1
1016,13206900-winter,"[7.00169483484711, 79.95311299019453]",1
1017,6493208-the-immortal-life-of-henrietta-lacks,"[7.8201502435720265, 79.90788219753043]",1
1018,32822135-archer-s-voice,"[7.890199615764038, 79.88662763116784]",0
1019,68811.Momo,"[7.024935018997453, 79.92771655019327]",0
1020,33456.A_Dirty_Job,"[7.4410185591129805, 79.93170450573128]",0
1021,13644052-origin,"[7.868148196514835, 79.88635841143687]",0
1022,6642715-the-forty-rules-of-love,"[7.2571164925361344, 79.99998277049808]",1
1023,12180581-switched,"[7.018167713454475, 79.8924670163438]",0
1024,107301.A_Town_Like_Alice,"[7.304454980145533, 79.9633110696201]",0
1025,153008.Kushiel_s_Dart,"[7.700958219532529, 79.87146802450272]",0
1026,77163.Stones_from_the_River,"[7.716972929679972, 80.01801954610727]",0
1027,25036229-una-historia-de-ayer,"[7.431561178504025, 80.00122535390138]",1
1028,49823970-more-than-love-a-husband-s-tale,"[7.170803680028995, 79.94449299335777]",1
1029,28195.Inkspell,"[7.601310221866174, 79.98831206721589]",1
1030,991197.The_Complete_Persepolis,"[7.8750572642966175, 79.88353697962116]",1
1031,53639.Zorba_the_Greek,"[7.030829655119102, 79.93890107740837]",0
1032,12948.The_Turn_of_the_Screw,"[7.0405053929244295, 79.95279868403863]",1
1033,25494343-lady-midnight,"[7.616269854293034, 80.02416370923972]",0
1034,2794.The_Crying_of_Lot_49,"[7.200799348726109, 79.92544230216403]",0
1035,9409458-forever,"[7.707323332762529, 79.88771620905173]",1
1036,126232.Jaws,"[7.294141839921583, 79.94353604965818]",1
1037,28009303-dodging-satan,"[7.910514646291523, 79.9390710896492]",1
1038,9462795-starcrossed,"[6.996493485880475, 79.90912110495978]",1
1039,3228917-outliers,"[7.2192152024029035, 79.88857091528632]",0
1040,46114.The_Waves,"[7.700201255580815, 79.93591462215092]",1
1041,16115612-and-the-mountains-echoed,"[7.327357339549282, 80.01863616798838]",0
1042,22590.Ubik,"[7.388495870370836, 79.94664958428956]",0
1043,51799.The_Decameron,"[7.813275039172552, 79.99468418662138]",0
1044,29209.The_Color_of_Water,"[7.103299752993979, 79.9815278680986]",1
1045,5479.Brave_New_World_Brave_New_World_Revisited,"[7.164112886981967, 80.0044513403127]",0
1046,9736930-before-i-go-to-sleep,"[7.067824367629008, 79.886348258677]",1
1047,28407.Germinal,"[7.811168235970873, 79.97903296931663]",0
1048,9592.Mother_Night,"[7.516924092362258, 80.02163876721897]",0
1049,5604848-destined-for-an-early-grave,"[7.854537890936512, 79.95324789151631]",0
1050,18521.A_Room_of_One_s_Own,"[7.633835269795576, 79.8850802484669]",0
1051,37190.The_Tale_of_Despereaux,"[7.739333225739425, 79.93118234561318]",0
1052,3462.The_Rescue,"[7.1570364508153945, 79.93324380466028]",1
1053,7042.The_Tale_of_Genji,"[7.897692936457373, 79.98097290525823]",1
1054,23878.Chronicle_of_a_Death_Foretold,"[7.487421955130012, 80.01978125561904]",0
1055,44575575-pleasant-day,"[7.154560268670519, 79.88403055766214]",0
1056,187020.Empire_Falls,"[7.691967382579527, 79.97137762486294]",1
1057,15926.Nights_in_Rodanthe,"[7.242522474907197, 79.93592784995087]",0
1058,11602.Hearts_in_Atlantis,"[7.232634974159909, 79.90294942232016]",0
1059,16070903-fallen-too-far,"[7.6522522634929455, 79.9823417843178]",1
1060,91661.The_Beekeeper_s_Apprentice,"[7.179486113308947, 79.8817210355208]",0
1061,3698.The_Quiet_American,"[7.701840827850026, 80.00190156180908]",0
1062,28877.Red_Dragon,"[7.205259666375568, 79.88478374127375]",1
1063,4965.Year_of_Wonders,"[7.319095219247796, 79.93367925163994]",0
1064,232576.Harriet_the_Spy,"[7.8266005263412675, 79.88120731702496]",1
1065,60792.The_Accidental_Tourist,"[7.481736386123184, 79.92822421641331]",1
1066,7619.The_Time_Quartet_Box_Set,"[7.801387482376926, 79.97955217370426]",0
1067,35220.The_Red_Badge_of_Courage,"[7.1058880162151095, 79.90666891967577]",1
1068,29395568-exotic-neurotic,"[7.396698151133741, 79.98027101326062]",0
1069,530965.The_Day_of_the_Triffids,"[7.200403822025784, 79.91857722975652]",0
1070,34897.The_Dragon_Reborn,"[7.323979144954183, 79.9183483194147]",1
1071,269322.The_Raven_and_Other_Poems,"[7.054459377532568, 79.99365837725406]",0
1072,13643567-the-evolution-of-mara-dyer,"[7.572879137499616, 79.88757297827713]",1
1073,944073.The_Blade_Itself,"[7.004093648974774, 79.91307620875791]",1
1074,107291.Needful_Things,"[6.946509986564451, 79.9361225125427]",0
1075,9067850-the-throne-of-fire,"[7.529563724377829, 79.96693585822256]",1
1076,59960.Batman,"[7.161107496024663, 79.95488230286732]",1
1077,72579.Alias_Grace,"[7.3275258802926855, 79.92837572672505]",0
1078,1162022.On_the_Jellicoe_Road,"[7.416591665172018, 79.87386254374921]",1
1079,64222.Going_Postal,"[6.9318534872238615, 80.01647141290269]",1
1080,53413.Hopscotch,"[7.218703926148961, 79.97251295514819]",0
1081,25402194-the-choice,"[7.618238292445476, 79.8861319898528]",1
1082,14662.The_Red_and_the_Black,"[7.711582619731853, 79.89915184231481]",0
1083,162085.Pretty_Little_Liars,"[7.024965348884653, 79.91348318664423]",0
1084,11594257-under-the-never-sky,"[7.591276944686435, 79.94033597237733]",0
1085,40881621-the-book-of-disquiet,"[7.313081800980852, 79.96158104712053]",1
1086,11573.The_Dead_Zone,"[7.397654451052601, 79.90060513153482]",1
1087,166997.Stoner,"[7.063258794077098, 79.96117663855593]",0
1088,3579.The_Complete_Anne_of_Green_Gables_Boxed_Set,"[7.505944943833827, 79.97328446588885]",1
1089,147865.Love_Rosie,"[7.830381897390189, 79.89926433167659]",0
1090,16634.The_Glass_Bead_Game,"[7.782462319560376, 79.97123162763805]",0
1091,2985500-night-world-no-2,"[6.933780490571107, 79.91254087753224]",1
1092,13103.The_Celestine_Prophecy,"[7.3329057989473165, 80.00708496721595]",0
1093,12658.Hawaii,"[7.330545831866378, 80.02185897073923]",0
1094,39058.The_Gormenghast_Novels,"[7.891196382875052, 79.88959007671865]",1
1095,2325825.Inkdeath,"[7.675362604437962, 80.0033681224571]",0
1096,32499.The_Pelican_Brief,"[7.33945400442634, 79.88557267699055]",0
1097,42933.Tai_Pan,"[7.434203131705398, 79.90086774860796]",0
1098,25354.Bastard_Out_of_Carolina,"[7.203299217377471, 79.90914417925033]",0
1099,17402605-the-alchemyst,"[7.535433206366029, 79.9069144436937]",1
1100,7778981-halo,"[7.432656640023776, 80.00518097123062]",1
